RunID,Evaluations,Current_Fitness,Best_Fitness,Temperature,Operator
15,1.0496e+06,2717.29,846.041,179.836,REMOVE
15,1.0497e+06,2762.51,846.041,178.046,INSERT
15,1.0498e+06,2733.27,846.041,176.275,2OPT
15,1.0499e+06,2743.68,846.041,174.521,ROUTE_MERGE
15,1.05e+06,2747.12,846.041,172.784,INSERT
15,1.0501e+06,2818.1,846.041,171.065,2OPT
15,1.0502e+06,2700.69,846.041,169.363,INSERT
15,1.0503e+06,2720.26,846.041,167.677,ROUTE_MERGE
15,1.0504e+06,2634.61,846.041,166.009,REMOVE
15,1.0505e+06,2500.98,846.041,164.357,GLOBAL_SWAP
15,1.0506e+06,2732.01,846.041,162.721,INSERT
15,1.0507e+06,2722.7,846.041,161.102,INSERT
15,1.0508e+06,2516.79,846.041,159.499,GLOBAL_SWAP
15,1.0509e+06,2507.12,846.041,157.912,LOCAL_SWAP
15,1.051e+06,2756.89,846.041,156.341,INSERT
15,1.0511e+06,2653.75,846.041,154.785,INSERT
15,1.0512e+06,2471.98,846.041,153.245,2OPT
15,1.0513e+06,2571.67,846.041,151.72,ROUTE_MERGE
15,1.0514e+06,2374.1,846.041,150.21,ROUTE_MERGE
15,1.0515e+06,2809.77,846.041,148.715,2OPT
15,1.0516e+06,2542.54,846.041,147.236,2OPT
15,1.0517e+06,2807.81,846.041,145.771,ROUTE_MERGE
15,1.0518e+06,2520.23,846.041,144.32,GLOBAL_SWAP
15,1.0519e+06,2442.43,846.041,142.884,REMOVE
15,1.052e+06,2704.45,846.041,141.462,GLOBAL_SWAP
